# GratingFile ; number of gratings: 1
# First Grating Parameters: 100 slits, uniform spacing, 50 point sources.
# other Params(nm): 0.56 wavelength, 10000000.0 between gratings.
# Time Taken: 11.422943353652954 seconds
# Observing Position (nm)			 Intensity (Un-normalized)
0.0				3.0591e-17
1000.10001				1.22277e-16
2000.20002				2.63763e-17
3000.30003				3.98137e-17
4000.40004				9.30176e-17
5000.50005001				1.08117e-17
6000.60006001				4.451e-17
7000.70007001				6.58257e-17
8000.80008001				4.235e-18
9000.90009001				4.4191e-17
10001.0001				4.30276e-17
11001.10011				3.1232e-18
12001.20012				3.96334e-17
13001.30013				2.57186e-17
14001.40014				4.50715e-18
15001.50015				3.23085e-17
16001.60016				1.39276e-17
17001.70017				6.24306e-18
18001.80018				2.39036e-17
19001.90019				6.87696e-18
20002.0002				7.09103e-18
21002.10021				1.59128e-17
22002.20022				3.34168e-18
23002.30023				6.63892e-18
24002.40024				9.38565e-18
25002.50025				1.98432e-18
26002.60026				5.10584e-18
27002.70027				4.82745e-18
28002.80028				1.6452e-18
29002.90029				3.07888e-18
30003.0003				2.21386e-18
31003.10031				1.53063e-18
32003.20032				1.24515e-18
33003.30033				1.13125e-18
34003.40034				1.29063e-18
35003.50035				1.62448e-19
36003.60036				9.71006e-19
37003.70037				9.8703e-19
38003.80038				1.043e-19
39003.90039				1.13848e-18
40004.0004				9.71989e-19
41004.10041				1.00295e-18
42004.20042				1.23452e-18
43004.30043				1.70902e-18
44004.40044				2.48807e-18
45004.50045				1.17209e-18
46004.60046				3.58639e-18
47004.70047				4.00753e-18
48004.80048				1.20717e-18
49004.90049				6.75253e-18
50005.0005001				4.99871e-18
51005.1005101				1.87892e-18
52005.2005201				1.10184e-17
53005.3005301				5.07164e-18
54005.4005401				3.87022e-18
55005.5005501				1.58405e-17
56005.6005601				4.16758e-18
57005.7005701				7.82638e-18
58005.8005801				2.04018e-17
59005.9005901				2.64648e-18
60006.0006001				1.4153e-17
61006.1006101				2.37636e-17
62006.2006201				1.29684e-18
63006.3006301				2.28414e-17
64006.4006401				2.50814e-17
65006.5006501				1.24089e-18
66006.6006601				3.3377e-17
67006.7006701				2.38251e-17
68006.8006801				3.75084e-18
69006.9006901				4.47207e-17
70007.0007001				1.99936e-17
71007.1007101				1.00041e-17
72007.2007201				5.54154e-17
73007.3007301				1.42277e-17
74007.4007401				2.08135e-17
75007.5007501				6.37896e-17
76007.6007601				7.85121e-18
77007.7007701				3.63716e-17
78007.8007801				6.82473e-17
79007.9007901				2.76406e-18
80008.0008001				5.60807e-17
81008.1008101				6.76025e-17
82008.2008201				1.2212e-18
83008.3008301				7.84795e-17
84008.4008401				6.13834e-17
85008.5008501				5.50323e-18
86008.6008601				1.01321e-16
87008.7008701				5.01035e-17
88008.8008801				1.75186e-17
89008.9008901				1.21809e-16
90009.0009001				3.53809e-17
91009.1009101				3.83976e-17
92009.2009201				1.36963e-16
93009.3009301				1.99192e-17
94009.4009401				6.81383e-17
95009.5009501				1.44093e-16
96009.6009601				7.29307e-18
97009.7009701				1.05371e-16
98009.8009801				1.413e-16
99009.9009901				1.56233e-18
100010.001				1.47304e-16
101010.10101				1.27992e-16
102010.20102				6.73e-18
103010.30103				1.89888e-16
104010.40104				1.0524e-16
105010.50105				2.61103e-17
106010.60106				2.28187e-16
107010.70107				7.5982e-17
