# GratingFile ; number of gratings: 1
# First Grating Parameters: 2 slits, uniform spacing, 50 point sources.
# other Params(nm): 0.56 wavelength, 10000000.0 between gratings.
# Time Taken: 1.9317512512207031 seconds
# Observing Position (nm)			 Intensity (Un-normalized)
0.0				4.8734e-17
10010.01001				1.16275e-17
20020.02002				1.04067e-18
30030.03003				3.27655e-21
40040.04004				7.23864e-20
50050.0500501				3.76763e-18
60060.0600601				2.36653e-17
70070.0700701				7.83635e-17
80080.0800801				1.86279e-16
90090.0900901				3.58784e-16
100100.1001				5.94411e-16
110110.11011				8.75702e-16
120120.12012				1.16975e-15
130130.13013				1.43272e-15
140140.14014				1.61771e-15
150150.15015				1.68462e-15
160160.16016				1.61002e-15
170170.17017				1.39494e-15
180180.18018				1.06861e-15
190190.19019				6.8719e-16
200200.2002				3.26951e-16
210210.21021				7.28761e-17
220220.22022				4.41039e-18
230230.23023				1.80772e-16
240240.24024				6.28509e-16
250250.25025				1.33373e-15
260260.26026				2.2407e-15
270270.27027				3.25748e-15
280280.28028				4.26785e-15
290290.29029				5.14804e-15
300300.3003				5.78525e-15
310310.31031				6.09517e-15
320320.32032				6.03536e-15
330330.33033				5.61228e-15
340340.34034				4.88057e-15
350350.35035				3.93485e-15
360360.36036				2.89516e-15
370370.37037				1.8887e-15
380380.38038				1.03075e-15
390390.39039				4.08106e-16
400400.4004				6.75739e-17
410410.41041				1.13757e-17
420420.42042				1.99933e-16
430430.43043				5.61263e-16
440440.44044				1.00506e-15
450450.45045				1.43881e-15
460460.46046				1.78299e-15
470470.47047				1.98281e-15
480480.48048				2.01461e-15
490490.49049				1.88614e-15
500500.500501				1.63116e-15
510510.510511				1.29998e-15
520520.520521				9.47802e-16
530530.530531				6.23651e-16
540540.540541				3.61923e-16
550550.550551				1.78082e-16
560560.560561				6.91033e-17
570570.570571				1.81544e-17
580580.580581				2.1228e-18
590590.590591				9.39082e-21
600600.600601				7.04761e-20
610610.610611				3.92655e-18
620620.620621				2.6581e-17
630630.630631				9.22658e-17
640640.640641				2.27035e-16
650650.650651				4.49834e-16
660660.660661				7.64247e-16
670670.670671				1.15306e-15
680680.680681				1.57733e-15
690690.690691				1.98062e-15
700700.700701				2.29815e-15
710710.710711				2.46925e-15
720720.720721				2.4509e-15
730730.730731				2.2294e-15
740740.740741				1.82785e-15
750750.750751				1.30706e-15
760760.760761				7.59466e-16
770770.770771				2.9625e-16
780780.780781				2.96882e-17
790790.790791				5.35674e-17
800800.800801				4.2515e-16
810810.810811				1.15206e-15
820820.820821				2.18673e-15
830830.830831				3.42992e-15
840840.840841				4.74299e-15
850850.850851				5.96735e-15
860860.860861				6.94799e-15
870870.870871				7.55714e-15
880880.880881				7.71421e-15
890890.890891				7.39843e-15
900900.900901				6.65219e-15
910910.910911				5.57429e-15
920920.920921				4.30436e-15
930930.930931				3.00112e-15
940940.940941				1.81809e-15
950950.950951				8.80929e-16
960960.960961				2.70133e-16
970970.970971				1.18001e-17
980980.980981				7.77076e-17
990990.990991				3.9427e-16
1001001.001				8.58385e-16
1011011.01101				1.35703e-15
1021021.02102				1.78692e-15
1031031.03103				2.07082e-15
1041041.04104				2.16761e-15
1051051.05105				2.075e-15
1061061.06106				1.82474e-15
1071071.07107				1.47205e-15
1081081.08108				1.08164e-15
1091091.09109				7.13679e-16
1101101.1011				4.12384e-16
1111111.11111				1.99579e-16
1121121.12112				7.41757e-17
1131131.13113				1.72513e-17
1141141.14114				1.1494e-18
1151151.15115				1.59685e-19
1161161.16116				1.55384e-20
1171171.17117				3.76036e-18
1181181.18118				3.23924e-17
1191191.19119				1.19931e-16
1201201.2012				3.03886e-16
1211211.21121				6.13276e-16
1221221.22122				1.05704e-15
1231231.23123				1.6158e-15
1241241.24124				2.2394e-15
1251251.25125				2.85142e-15
1261261.26126				3.36059e-15
1271271.27127				3.6773e-15
1281281.28128				3.73226e-15
1291291.29129				3.4936e-15
1301301.3013				2.97877e-15
1311311.31131				2.25825e-15
1321321.32132				1.44953e-15
1331331.33133				7.01691e-16
1341341.34134				1.72582e-16
1351351.35135				2.32521e-18
1361361.36136				2.87711e-16
1371371.37137				1.06216e-15
1381381.38138				2.28518e-15
1391391.39139				3.84368e-15
1401401.4014				5.56551e-15
1411411.41141				7.24336e-15
1421421.42142				8.6653e-15
1431431.43143				9.64698e-15
1441441.44144				1.006e-14
1451451.45145				9.85192e-15
1461461.46146				9.05362e-15
1471471.47147				7.77426e-15
1481481.48148				6.18317e-15
1491491.49149				4.4828e-15
1501501.5015				2.87722e-15
1511511.51151				1.54132e-15
1521521.52152				5.96224e-16
1531531.53153				9.45664e-17
1541541.54154				1.79078e-17
1551551.55155				2.8605e-16
1561561.56156				7.7603e-16
1571571.57157				1.34686e-15
1581581.58158				1.86525e-15
1591591.59159				2.22762e-15
1601601.6016				2.37455e-15
1611611.61161				2.29567e-15
1621621.62162				2.02477e-15
1631631.63163				1.62688e-15
1641641.64164				1.18073e-15
1651651.65165				7.60458e-16
1661661.66166				4.20635e-16
1671671.67167				1.8758e-16
1681681.68168				5.84717e-17
1691691.69169				7.95028e-18
1701701.7017				1.66297e-19
1711711.71171				3.05502e-18
1721721.72172				1.08328e-18
1731731.73173				3.09024e-18
1741741.74174				4.29713e-17
1751751.75175				1.72629e-16
1761761.76176				4.48461e-16
1771771.77177				9.14309e-16
1781781.78178				1.58481e-15
1791791.79179				2.43334e-15
1801801.8018				3.38797e-15
1811811.81181				4.33741e-15
1821821.82182				5.14684e-15
1831831.83183				5.68126e-15
1841841.84184				5.83246e-15
1851851.85185				5.54416e-15
1861861.86186				4.83031e-15
1871871.87187				3.78188e-15
1881881.88188				2.5601e-15
1891891.89189				1.37583e-15
1901901.9019				4.58102e-16
1911911.91191				1.65355e-17
1921921.92192				2.04271e-16
1931931.93193				1.08793e-15
1941941.94194				2.63045e-15
1951951.95195				4.69042e-15
1961961.96196				7.03879e-15
1971971.97197				9.39073e-15
1981981.98198				1.14476e-14
1991991.99199				1.29424e-14
2002002.002				1.36804e-14
2012012.01201				1.35691e-14
2022022.02202				1.26314e-14
2032032.03203				1.10005e-14
2042042.04204				8.89674e-15
2052052.05205				6.59216e-15
2062062.06206				4.36664e-15
2072072.07207				2.46543e-15
2082082.08208				1.06402e-15
2092092.09209				2.46456e-16
2102102.1021				1.71995e-19
2112112.11211				2.27431e-16
2122122.12212				7.70317e-16
2132132.13213				1.44406e-15
2142142.14214				2.07204e-15
2152152.15215				2.51596e-15
2162162.16216				2.69582e-15
2172172.17217				2.59677e-15
2182182.18218				2.26249e-15
2192192.19219				1.77762e-15
2202202.2022				1.24378e-15
2212212.21221				7.54859e-16
2222222.22222				3.76998e-16
2232232.23223				1.37598e-16
2242242.24224				2.52403e-17
2252252.25225				2.70235e-20
2262262.26226				1.13317e-17
2272272.27227				1.82193e-17
2282282.28228				7.14995e-18
2292292.29229				2.12877e-18
2302302.3023				6.41556e-17
2312312.31231				2.79298e-16
2322322.32232				7.37432e-16
2332332.33233				1.50608e-15
2342342.34234				2.60531e-15
2352352.35235				3.98985e-15
2362362.36236				5.54366e-15
